"Munic�pio";"Popula��o_residente"
"411170 JABOTI";5303
"411180 JACAREZINHO";39322
"411190 JAGUAPITA";13742
"411200 JAGUARIAIVA";35027
"411210 JANDAIA DO SUL";21230
"411220 JANIOPOLIS";5095
"411230 JAPIRA";4930
"411240 JAPURA";9500
"411250 JARDIM ALEGRE";11196
"411260 JARDIM OLINDA";1320
"411270 JATAIZINHO";12638
"411275 JESUITAS";8330
"411280 JOAQUIM TAVORA";12009
"411290 JUNDIAI DO SUL";3269
"411295 JURANDA";7292
"411300 JUSSARA";7041
"411310 KALORE";4047
"411320 LAPA";48410
"411325 LARANJAL";5784
"411330 LARANJEIRAS DO SUL";32103
"411340 LEOPOLIS";3925
"411342 LIDIANOPOLIS";3231
"411345 LINDOESTE";4570
"411350 LOANDA";23242
"411360 LOBATO";4819
"411370 LONDRINA";575377
"411373 LUIZIANA";7240
"411375 LUNARDELLI";4744
"411380 LUPIONOPOLIS";4945
"411390 MALLET";13663
"411400 MAMBORE";13014
"411410 MANDAGUACU";23100
"411420 MANDAGUARI";34515
"411430 MANDIRITUBA";27315
"411435 MANFRINOPOLIS";2506
"411440 MANGUEIRINHA";16642
"411450 MANOEL RIBAS";13510
"411460 MARECHAL CANDIDO RONDON";53495
"411470 MARIA HELENA";5634
"411480 MARIALVA";35804
"411490 MARILANDIA DO SUL";8814
"411500 MARILENA";7084
"411510 MARILUZ";10336
"411520 MARINGA";430157
"411530 MARIOPOLIS";6632
"411535 MARIPA";5582
"411540 MARMELEIRO";14387
"411545 MARQUINHO";4346
"411550 MARUMBI";4677
"411560 MATELANDIA";18107
"411570 MATINHOS";35219
"411573 MATO RICO";3206
"411575 MAUA DA SERRA";10800
"411580 MEDIANEIRA";46574
"411585 MERCEDES";5577
"411590 MIRADOR";2196
"411600 MIRASELVA";1796
"411605 MISSAL";10704
"411610 MOREIRA SALES";12042
"411620 MORRETES";16446
"411630 MUNHOZ DE MELO";4009
"411640 NOSSA SENHORA DAS GRACAS";4008
"411650 NOVA ALIANCA DO IVAI";1551
"411660 NOVA AMERICA DA COLINA";3434
"411670 NOVA AURORA";10299
"411680 NOVA CANTU";5061
"411690 NOVA ESPERANCA";27984
"411695 NOVA ESPERANCA DO SUDOESTE";5030
"411700 NOVA FATIMA";8136
"411705 NOVA LARANJEIRAS";11507
"411710 NOVA LONDRINA";13200
"411720 NOVA OLIMPIA";5826
"411721 NOVA SANTA BARBARA";4277
"411722 NOVA SANTA ROSA";8266
"411725 NOVA PRATA DO IGUACU";10544
"411727 NOVA TEBAS";5448
"411729 NOVO ITACOLOMI";2840
"411730 ORTIGUEIRA";21960
"411740 OURIZONA";3425
"411745 OURO VERDE DO OESTE";6016
"411750 PAICANDU";41773
"411760 PALMAS";51755
"411770 PALMEIRA";33994
"411780 PALMITAL";12960
"411790 PALOTINA";32121
"411800 PARAISO DO NORTE";14023
"411810 PARANACITY";11580
"411820 PARANAGUA";156174
"411830 PARANAPOEMA";3241
"411840 PARANAVAI";88922
"411845 PATO BRAGADO";5684
"411850 PATO BRANCO";83843
"411860 PAULA FREITAS";5908
"411870 PAULO FRONTIN";7387
"411880 PEABIRU";14007
"411885 PEROBAL";6160
"411890 PEROLA";11321
"411900 PEROLA D'OESTE";6288
"411910 PIEN";12882
"411915 PINHAIS";133490
"411920 PINHALAO";6324
"411925 PINHAL DE SAO BENTO";2737
"411930 PINHAO";32559
"411940 PIRAI DO SUL";25617
"411950 PIRAQUARA";114970
"411960 PITANGA";29994
"411965 PITANGUEIRAS";3262
"411970 PLANALTINA DO PARANA";4272
"411980 PLANALTO";13431
"411990 PONTA GROSSA";355336
"411995 PONTAL DO PARANA";27915
"412000 PORECATU";12748
"412010 PORTO AMAZONAS";4874
"412015 PORTO BARREIRO";3184
"412020 PORTO RICO";2556
"412030 PORTO VITORIA";4061
"412033 PRADO FERREIRA";3780
"412035 PRANCHITA";5095
"412040 PRESIDENTE CASTELO BRANCO";5351
"412050 PRIMEIRO DE MAIO";11130
"412060 PRUDENTOPOLIS";52513
"412065 QUARTO CENTENARIO";4465
"412070 QUATIGUA";7477
"412080 QUATRO BARRAS";23911
"412085 QUATRO PONTES";4029
"412090 QUEDAS DO IGUACU";34409
"412100 QUERENCIA DO NORTE";12232
"412110 QUINTA DO SOL";4508
"412120 QUITANDINHA";19221
"412125 RAMILANDIA";4476
"412130 RANCHO ALEGRE";3784
"412135 RANCHO ALEGRE D'OESTE";2628
"412140 REALEZA";16950
"412150 REBOUCAS";14946
"412160 RENASCENCA";6787
"412170 RESERVA";26825
"412175 RESERVA DO IGUACU";8069
"412180 RIBEIRAO CLARO";10645
"412190 RIBEIRAO DO PINHAL";12948
"412200 RIO AZUL";15336
"412210 RIO BOM";3182
"412215 RIO BONITO DO IGUACU";13255
"412217 RIO BRANCO DO IVAI";4109
"412220 RIO BRANCO DO SUL";32517
"412230 RIO NEGRO";34411
"412240 ROLANDIA";67383
"412250 RONCADOR";9645
"412260 RONDON";9622
"412265 ROSARIO DO IVAI";4689
"412270 SABAUDIA";6891
"412280 SALGADO FILHO";3483
"412290 SALTO DO ITARARE";4898
"412300 SALTO DO LONTRA";14872
"412310 SANTA AMELIA";3266
"412320 SANTA CECILIA DO PAVAO";3293
"412330 SANTA CRUZ DE MONTE CASTELO";7751
"412340 SANTA FE";12186
"412350 SANTA HELENA";26767
"412360 SANTA INES";1594
"412370 SANTA ISABEL DO IVAI";8523
"412380 SANTA IZABEL DO OESTE";14794
"412382 SANTA LUCIA";3815
"412385 SANTA MARIA DO OESTE";9410
"412390 SANTA MARIANA";11622
"412395 SANTA MONICA";4017
"412400 SANTANA DO ITARARE";4954
"412402 SANTA TEREZA DO OESTE";10096
"412405 SANTA TEREZINHA DE ITAIPU";23699
"412410 SANTO ANTONIO DA PLATINA";46251
"412420 SANTO ANTONIO DO CAIUA";2626
"412430 SANTO ANTONIO DO PARAISO";2068
"412440 SANTO ANTONIO DO SUDOESTE";20261
"412450 SANTO INACIO";5416
"412460 SAO CARLOS DO IVAI";6920
"412470 SAO JERONIMO DA SERRA";11128
"412480 SAO JOAO";10181
"412490 SAO JOAO DO CAIUA";5837
"412500 SAO JOAO DO IVAI";10056
"412510 SAO JOAO DO TRIUNFO";15241
"412520 SAO JORGE D'OESTE";9028
"412530 SAO JORGE DO IVAI";5543
"412535 SAO JORGE DO PATROCINIO";5586
"412540 SAO JOSE DA BOA VISTA";6160
"412545 SAO JOSE DAS PALMEIRAS";3627
"412550 SAO JOSE DOS PINHAIS";329058
"412555 SAO MANOEL DO PARANA";2163
"412560 SAO MATEUS DO SUL";46705
"412570 SAO MIGUEL DO IGUACU";27576
"412575 SAO PEDRO DO IGUACU";5820
"412580 SAO PEDRO DO IVAI";11046
"412590 SAO PEDRO DO PARANA";2289
"412600 SAO SEBASTIAO DA AMOREIRA";8859
"412610 SAO TOME";5750
"412620 SAPOPEMA";6722
"412625 SARANDI";97803
"412627 SAUDADE DO IGUACU";5539
"412630 SENGES";19385
"412635 SERRANOPOLIS DO IGUACU";4477
"412640 SERTANEJA";5216
"412650 SERTANOPOLIS";16413
"412660 SIQUEIRA CAMPOS";21249
"412665 SULINA";2930
"412667 TAMARANA";15040
"412670 TAMBOARA";5158
"412680 TAPEJARA";16345
"412690 TAPIRA";5495
"412700 TEIXEIRA SOARES";12567
"412710 TELEMACO BORBA";79792
"412720 TERRA BOA";17200
"412730 TERRA RICA";16924
"412740 TERRA ROXA";17522
"412750 TIBAGI";20607
"412760 TIJUCAS DO SUL";17084
"412770 TOLEDO";142645
"412780 TOMAZINA";7807
"412785 TRES BARRAS DO PARANA";12038
"412788 TUNAS DO PARANA";9022
"412790 TUNEIRAS DO OESTE";8533
"412795 TUPASSI";8109
"412796 TURVO";13095
"412800 UBIRATA";20909
"412810 UMUARAMA";112500
"412820 UNIAO DA VITORIA";57913
"412830 UNIFLOR";2614
"412840 URAI";11273
"412850 WENCESLAU BRAZ";19386
"412853 VENTANIA";12088
"412855 VERA CRUZ DO OESTE";8454
"412860 VERE";7174
"412862 ALTO PARAISO";2685
"412863 DOUTOR ULYSSES";5552
"412865 VIRMOND";4052
"412870 VITORINO";6859
"412880 XAMBRE";5630
"420005 ABDON BATISTA";2548
"420010 ABELARDO LUZ";17960
"420020 AGROLANDIA";11013
"420030 AGRONOMICA";5509
"420040 AGUA DOCE";7152
"420050 AGUAS DE CHAPECO";6515
"420055 AGUAS FRIAS";2354
"420060 AGUAS MORNAS";6559
"420070 ALFREDO WAGNER";10086
"420075 ALTO BELA VISTA";1926
"420080 ANCHIETA";5557
"420090 ANGELINA";4743
"420100 ANITA GARIBALDI";6957
"420110 ANITAPOLIS";3228
"420120 ANTONIO CARLOS";8613
"420125 APIUNA";10848
"420127 ARABUTA";4267
"420130 ARAQUARI";39524
"420140 ARARANGUA";68867
"420150 ARMAZEM";8759
"420160 ARROIO TRINTA";3549
"420165 ARVOREDO";2234
"420170 ASCURRA";7978
"420180 ATALANTA";3195
"420190 AURORA";5683
"420195 BALNEARIO ARROIO DO SILVA";13430
"420200 BALNEARIO CAMBORIU";145796
"420205 BALNEARIO BARRA DO SUL";11035
"420207 BALNEARIO GAIVOTA";11260
"420208 BANDEIRANTE";2648
"420209 BARRA BONITA";1651
"420210 BARRA VELHA";29860
"420213 BELA VISTA DO TOLDO";6362
"420215 BELMONTE";2709
"420220 BENEDITO NOVO";11775
"420230 BIGUACU";69486
"420240 BLUMENAU";361855
"420243 BOCAINA DO SUL";3488
"420245 BOMBINHAS";20335
"420250 BOM JARDIM DA SERRA";4772
"420253 BOM JESUS";3057
"420257 BOM JESUS DO OESTE";2139
"420260 BOM RETIRO";10060
"420270 BOTUVERA";5322
"420280 BRACO DO NORTE";33876
"420285 BRACO DO TROMBUDO";3769
"420287 BRUNOPOLIS";2368
"420290 BRUSQUE";137689
"420300 CACADOR";79313
"420310 CAIBI";6130
"420315 CALMON";3335
"420320 CAMBORIU";85105
"420325 CAPAO ALTO";2496
"420330 CAMPO ALEGRE";11981
"420340 CAMPO BELO DO SUL";6952
"420350 CAMPO ERE";8418
"420360 CAMPOS NOVOS";36556
"420370 CANELINHA";12398
"420380 CANOINHAS";54480
"420390 CAPINZAL";23035
"420395 CAPIVARI DE BAIXO";25177
"420400 CATANDUVAS";10984
"420410 CAXAMBU DO SUL";3551
"420415 CELSO RAMOS";2719
"420417 CERRO NEGRO";3068
"420419 CHAPADAO DO LAGEADO";3006
"420420 CHAPECO";224013
"420425 COCAL DO SUL";16821
"420430 CONCORDIA";75167
"420435 CORDILHEIRA ALTA";4520
"420440 CORONEL FREITAS";9940
"420445 CORONEL MARTINS";2555
"420450 CORUPA";16107
"420455 CORREIA PINTO";12553
"420460 CRICIUMA";217311
"420470 CUNHA PORA";11118
"420475 CUNHATAI";1967
"420480 CURITIBANOS";39893
"420490 DESCANSO";8192
"420500 DIONISIO CERQUEIRA";15545
"420510 DONA EMMA";4186
"420515 DOUTOR PEDRINHO";4115
"420517 ENTRE RIOS";3218
"420519 ERMO";2061
"420520 ERVAL VELHO";4418
"420530 FAXINAL DOS GUEDES";10649
"420535 FLOR DO SERTAO";1579
"420540 FLORIANOPOLIS";508826
"420543 FORMOSA DO SUL";2495
"420545 FORQUILHINHA";27211
"420550 FRAIBURGO";36584
"420555 FREI ROGERIO";1970
"420560 GALVAO";2791
"420570 GAROPABA";23579
"420580 GARUVA";18484
"420590 GASPAR";70793
"420600 GOVERNADOR CELSO RAMOS";14606
"420610 GRAO PARA";6595
"420620 GRAVATAL";11577
"420630 GUABIRUBA";24382
"420640 GUARACIABA";10026
"420650 GUARAMIRIM";45797
"420660 GUARUJA DO SUL";5178
"420665 GUATAMBU";4698
"420670 HERVAL D'OESTE";22714
"420675 IBIAM";1954
"420680 IBICARE";3178
"420690 IBIRAMA";19096
"420700 ICARA";57247
"420710 ILHOTA";14359
"420720 IMARUI";9948
"420730 IMBITUBA";45286
"420740 IMBUIA";6241
"420750 INDAIAL";70900
"420757 IOMERE";2962
"420760 IPIRA";4406
"420765 IPORA DO OESTE";9045
"420768 IPUACU";7579
"420770 IPUMIRIM";7620
"420775 IRACEMINHA";3938
"420780 IRANI";10498
"420785 IRATI";1909
"420790 IRINEOPOLIS";11289
"420800 ITA";6129
"420810 ITAIOPOLIS";21780
"420820 ITAJAI";223112
"420830 ITAPEMA";67338
"420840 ITAPIRANGA";17007
"420845 ITAPOA";21177
"420850 ITUPORANGA";25355
"420860 JABORA";3918
"420870 JACINTO MACHADO";10376
"420880 JAGUARUNA";20288
"420890 JARAGUA DO SUL";181173
"420895 JARDINOPOLIS";1546
"420900 JOACABA";30404
"420910 JOINVILLE";597658
"420915 JOSE BOITEUX";5007
"420917 JUPIA";2092
"420920 LACERDOPOLIS";2247
"420930 LAGES";157349
"420940 LAGUNA";46122
"420945 LAJEADO GRANDE";1418
"420950 LAURENTINO";7063
"420960 LAURO MULLER";15313
"420970 LEBON REGIS";12115
"420980 LEOBERTO LEAL";3000
"420985 LINDOIA DO SUL";4546
"420990 LONTRAS";12315
"421000 LUIZ ALVES";13107
"421003 LUZERNA";5684
"421005 MACIEIRA";1766
"421010 MAFRA";56561
"421020 MAJOR GERCINO";3454
"421030 MAJOR VIEIRA";8156
"421040 MARACAJA";7378
"421050 MARAVILHA";26116
"421055 MAREMA";1750
"421060 MASSARANDUBA";17125
"421070 MATOS COSTA";2480
"421080 MELEIRO";7001
"421085 MIRIM DOCE";2283
"421090 MODELO";4218
"421100 MONDAI";11889
"421105 MONTE CARLO";9906
"421110 MONTE CASTELO";8269
"421120 MORRO DA FUMACA";17947
"421125 MORRO GRANDE";2888
"421130 NAVEGANTES";83626
"421140 NOVA ERECHIM";5092
"421145 NOVA ITABERABA";4329
"421150 NOVA TRENTO";14782
"421160 NOVA VENEZA";15342
"421165 NOVO HORIZONTE";2404
"421170 ORLEANS";23038
"421175 OTACILIO COSTA";18975
"421180 OURO";7272
"421185 OURO VERDE";2207
"421187 PAIAL";1474
"421189 PAINEL";2356
"421190 PALHOCA";175272
"421200 PALMA SOLA";7372
"421205 PALMEIRA";2650
"421210 PALMITOS";16157
"421220 PAPANDUVA";19422
"421223 PARAISO";3360
"421225 PASSO DE TORRES";9048
"421227 PASSOS MAIA";4109
"421230 PAULO LOPES";7569
"421240 PEDRAS GRANDES";3953
"421250 PENHA";33284
"421260 PERITIBA";2760
"421265 PESCARIA BRAVA";10159
"421270 PETROLANDIA";5905
"421280 BALNEARIO PICARRAS";23772
"421290 PINHALZINHO";20712
"421300 PINHEIRO PRETO";3596
"421310 PIRATUBA";3745
"421315 PLANALTO ALEGRE";2888
"421320 POMERODE";34010
"421330 PONTE ALTA";4650
"421335 PONTE ALTA DO NORTE";3420
"421340 PONTE SERRADA";11634
"421350 PORTO BELO";21932
"421360 PORTO UNIAO";35543
"421370 POUSO REDONDO";17712
"421380 PRAIA GRANDE";7312
"421390 PRESIDENTE CASTELLO BRANCO";1547
"421400 PRESIDENTE GETULIO";17726
"421410 PRESIDENTE NEREU";2283
"421415 PRINCESA";2937
"421420 QUILOMBO";9829
"421430 RANCHO QUEIMADO";2887
"421440 RIO DAS ANTAS";6202
"421450 RIO DO CAMPO";5902
"421460 RIO DO OESTE";7520
"421470 RIO DOS CEDROS";11808
"421480 RIO DO SUL";72006
"421490 RIO FORTUNA";4620
"421500 RIO NEGRINHO";42495
"421505 RIO RUFINO";2483
"421507 RIQUEZA";4561
"421510 RODEIO";11600
"421520 ROMELANDIA";4684
"421530 SALETE";7659
"421535 SALTINHO";3754
"421540 SALTO VELOSO";4756
"421545 SANGAO";12905
"421550 SANTA CECILIA";16918
"421555 SANTA HELENA";2200
"421560 SANTA ROSA DE LIMA";2147
"421565 SANTA ROSA DO SUL";8378
"421567 SANTA TEREZINHA";8773
"421568 SANTA TEREZINHA DO PROGRESSO";2372
"421569 SANTIAGO DO SUL";1235
"421570 SANTO AMARO DA IMPERATRIZ";23579
"421575 SAO BERNARDINO";2287
"421580 SAO BENTO DO SUL";85421
"421590 SAO BONIFACIO";2814
"421600 SAO CARLOS";11369
"421605 SAO CRISTOVAO DO SUL";5598
"421610 SAO DOMINGOS";9434
"421620 SAO FRANCISCO DO SUL";53746
"421625 SAO JOAO DO OESTE";6402
"421630 SAO JOAO BATISTA";38583
"421635 SAO JOAO DO ITAPERIU";3759
"421640 SAO JOAO DO SUL";7315
"421650 SAO JOAQUIM";27139
"421660 SAO JOSE";250181
"421670 SAO JOSE DO CEDRO";13820
"421680 SAO JOSE DO CERRITO";8173
"421690 SAO LOURENCO DO OESTE";24291
"421700 SAO LUDGERO";13650
"421710 SAO MARTINHO";3171
"421715 SAO MIGUEL DA BOA VISTA";1807
"421720 SAO MIGUEL DO OESTE";40868
"421725 SAO PEDRO DE ALCANTARA";5935
"421730 SAUDADES";9810
"421740 SCHROEDER";21991
"421750 SEARA";17576
"421755 SERRA ALTA";3256
"421760 SIDEROPOLIS";14092
"421770 SOMBRIO";30733
"421775 SUL BRASIL";2423
"421780 TAIO";18486
"421790 TANGARA";8662
"421795 TIGRINHOS";1619
"421800 TIJUCAS";39155
"421810 TIMBE DO SUL";5343
"421820 TIMBO";44977
"421825 TIMBO GRANDE";7941
"421830 TRES BARRAS";19366
"421835 TREVISO";3966
"421840 TREZE DE MAIO";7093
"421850 TREZE TILIAS";7991
"421860 TROMBUDO CENTRAL";7434
"421870 TUBARAO";106422
"421875 TUNAPOLIS";4525
"421880 TURVO";12990
"421885 UNIAO DO OESTE";2412
"421890 URUBICI";11273
"421895 URUPEMA";2459
"421900 URUSSANGA";21344
"421910 VARGEAO";3571
"421915 VARGEM";2432
"421917 VARGEM BONITA";4451
"421920 VIDAL RAMOS";6329
"421930 VIDEIRA";53610
"421935 VITOR MEIRELES";4943
"421940 WITMARSUM";3998
"421950 XANXERE";51642
"421960 XAVANTINA";3903
"421970 XAXIM";28983
"421985 ZORTEA";3398
"422000 BALNEARIO RINCAO";12946
"430003 ACEGUA";4942
"430005 AGUA SANTA";3743
"430010 AGUDO";16401
"430020 AJURICABA";6987
"430030 ALECRIM";5827
"430040 ALEGRETE";73028
"430045 ALEGRIA";3374
"430047 ALMIRANTE TAMANDARE DO SUL";1949
"430050 ALPESTRE";6067
"430055 ALTO ALEGRE";1613
"430057 ALTO FELIZ";3036
"430060 ALVORADA";211352
"430063 AMARAL FERRADOR";7085
"430064 AMETISTA DO SUL";7403
"430066 ANDRE DA ROCHA";1343
"430070 ANTA GORDA";5961
"430080 ANTONIO PRADO";13045
"430085 ARAMBARE";3562
"430087 ARARICA";5771
"430090 ARATIBA";6189
"430100 ARROIO DO MEIO";20967
"430105 ARROIO DO SAL";10279
"430107 ARROIO DO PADRE";2951
"430110 ARROIO DOS RATOS";14177
"430120 ARROIO DO TIGRE";13413
"430130 ARROIO GRANDE";18238
"430140 ARVOREZINHA";10423
"430150 AUGUSTO PESTANA";6602
"430155 AUREA";3535
"430160 BAGE";121335
"430163 BALNEARIO PINHAL";14363
"430165 BARAO";6202
"430170 BARAO DE COTEGIPE";6620
"430175 BARAO DO TRIUNFO";7519
"430180 BARRACAO";5256
"430185 BARRA DO GUARITA";3257
"430187 BARRA DO QUARAI";4227
"430190 BARRA DO RIBEIRO";13556
"430192 BARRA DO RIO AZUL";1655
"430195 BARRA FUNDA";2551
"430200 BARROS CASSAL";11182
"430205 BENJAMIN CONSTANT DO SUL";1958
"430210 BENTO GONCALVES";121803
"430215 BOA VISTA DAS MISSOES";2092
"430220 BOA VISTA DO BURICA";6712
"430222 BOA VISTA DO CADEADO";2468
"430223 BOA VISTA DO INCRA";2616
"430225 BOA VISTA DO SUL";2778
"430230 BOM JESUS";11309
"430235 BOM PRINCIPIO";14255
"430237 BOM PROGRESSO";1899
"430240 BOM RETIRO DO SUL";12390
"430245 BOQUEIRAO DO LEAO";7702
"430250 BOSSOROCA";6205
"430258 BOZANO";2111
"430260 BRAGA";3311
"430265 BROCHIER";5104
"430270 BUTIA";20952
"430280 CACAPAVA DO SUL";33548
"430290 CACEQUI";12423
"430300 CACHOEIRA DO SUL";81869
"430310 CACHOEIRINHA";131240
"430320 CACIQUE DOBLE";5074
"430330 CAIBATE";4823
"430340 CAICARA";4700
"430350 CAMAQUA";66478
"430355 CAMARGO";2742
"430360 CAMBARA DO SUL";6406
"430367 CAMPESTRE DA SERRA";3395
"430370 CAMPINA DAS MISSOES";5398
"430380 CAMPINAS DO SUL";5438
"430390 CAMPO BOM";69458
"430400 CAMPO NOVO";4376
"430410 CAMPOS BORGES";3295
"430420 CANDELARIA";31421
"430430 CANDIDO GODOI";6151
"430435 CANDIOTA";9647
"430440 CANELA";45488
"430450 CANGUCU";56211
"430460 CANOAS";348208
"430461 CANUDOS DO VALE";1705
"430462 CAPAO BONITO DO SUL";1641
"430463 CAPAO DA CANOA";54051
"430465 CAPAO DO CIPO";3699
"430466 CAPAO DO LEAO";25409
"430467 CAPIVARI DO SUL";4728
"430468 CAPELA DE SANTANA";12064
"430469 CAPITAO";2763
"430470 CARAZINHO";62265
"430471 CARAA";8350
"430480 CARLOS BARBOSA";30241
"430485 CARLOS GOMES";1351
"430490 CASCA";9051
"430495 CASEIROS";3216
"430500 CATUIPE";8701
"430510 CAXIAS DO SUL";517451
"430511 CENTENARIO";2877
"430512 CERRITO";6047
"430513 CERRO BRANCO";4706
"430515 CERRO GRANDE";2296
"430517 CERRO GRANDE DO SUL";12413
"430520 CERRO LARGO";14189
"430530 CHAPADA";9239
"430535 CHARQUEADAS";41258
"430537 CHARRUA";3252
"430540 CHIAPETTA";3719
"430543 CHUI";6770
"430544 CHUVISCA";5480
"430545 CIDREIRA";16583
"430550 CIRIACO";4719
"430558 COLINAS";2469
"430560 COLORADO";3130
"430570 CONDOR";6759
"430580 CONSTANTINA";9907
"430583 COQUEIRO BAIXO";1495
"430585 COQUEIROS DO SUL";2286
"430587 CORONEL BARROS";2520
"430590 CORONEL BICACO";7268
"430593 CORONEL PILAR";1614
"430595 COTIPORA";3838
"430597 COXILHA";2743
"430600 CRISSIUMAL";13357
"430605 CRISTAL";8067
"430607 CRISTAL DO SUL";2844
"430610 CRUZ ALTA";59922
"430613 CRUZALTENSE";1799
"430620 CRUZEIRO DO SUL";12402
"430630 DAVID CANABARRO";4736
"430632 DERRUBADAS";2761
"430635 DEZESSEIS DE NOVEMBRO";2378
"430637 DILERMANDO DE AGUIAR";3002
"430640 DOIS IRMAOS";33119
"430642 DOIS IRMAOS DAS MISSOES";2008
"430645 DOIS LAJEADOS";3405
"430650 DOM FELICIANO";15487
"430655 DOM PEDRO DE ALCANTARA";2527
"430660 DOM PEDRITO";38339
"430670 DONA FRANCISCA";2999
"430673 DOUTOR MAURICIO CARDOSO";4462
"430675 DOUTOR RICARDO";1975
"430676 ELDORADO DO SUL";41902
"430680 ENCANTADO";22880
"430690 ENCRUZILHADA DO SUL";25960
"430692 ENGENHO VELHO";982
"430693 ENTRE-IJUIS";8411
"430695 ENTRE RIOS DO SUL";2758
"430697 EREBANGO";2982
"430700 ERECHIM";106633
"430705 ERNESTINA";3170
"430710 HERVAL";6814
"430720 ERVAL GRANDE";4819
"430730 ERVAL SECO";6802
"430740 ESMERALDA";3287
"430745 ESPERANCA DO SUL";2885
"430750 ESPUMOSO";15591
"430755 ESTACAO";5940
"430760 ESTANCIA VELHA";50672
"430770 ESTEIO";83279
"430780 ESTRELA";34399
"430781 ESTRELA VELHA";3650
"430783 EUGENIO DE CASTRO";2352
"430786 FAGUNDES VARELA";2741
"430790 FARROUPILHA";73061
"430800 FAXINAL DO SOTURNO";6663
"430805 FAXINALZINHO";2284
"430807 FAZENDA VILANOVA";4608
"430810 FELIZ";13640
"430820 FLORES DA CUNHA";31063
"430825 FLORIANO PEIXOTO";1737
"430830 FONTOURA XAVIER";10241
"430840 FORMIGUEIRO";6616
"430843 FORQUETINHA";2400
"430845 FORTALEZA DOS VALOS";4285
"430850 FREDERICO WESTPHALEN";31498
"430860 GARIBALDI";35440
"430865 GARRUCHOS";2886
"430870 GAURAMA";5489
"430880 GENERAL CAMARA";8361
"430885 GENTIL";1626
"430890 GETULIO VARGAS";16184
"430900 GIRUA";15863
"430905 GLORINHA";8204
"430910 GRAMADO";36555
"430912 GRAMADO DOS LOUREIROS";2058
"430915 GRAMADO XAVIER";4352
"430920 GRAVATAI";283620
"430925 GUABIJU";1490
"430930 GUAIBA";98239
"430940 GUAPORE";25968
"430950 GUARANI DAS MISSOES";7463
"430955 HARMONIA";4917
"430957 HERVEIRAS";3019
"430960 HORIZONTINA";19389
"430965 HULHA NEGRA";6836
"430970 HUMAITA";4736
"430975 IBARAMA";4399
"430980 IBIACA";4699
"430990 IBIRAIARAS";7265
"430995 IBIRAPUITA";4000
"431000 IBIRUBA";20413
"431010 IGREJINHA";37344
"431020 IJUI";83764
"431030 ILOPOLIS";4066
"431033 IMBE";23271
"431036 IMIGRANTE";3100
"431040 INDEPENDENCIA";6109
"431041 INHACORA";2215
"431043 IPE";6689
"431046 IPIRANGA DO SUL";1880
"431050 IRAI";7141
"431053 ITAARA";5537
"431055 ITACURUBI";3460
"431057 ITAPUCA";2065
"431060 ITAQUI";37489
"431065 ITATI";2397
"431070 ITATIBA DO SUL";3231
"431075 IVORA";1881
"431080 IVOTI";24690
"431085 JABOTICABA";3773
"431087 JACUIZINHO";2706
"431090 JACUTINGA";3546
"431100 JAGUARAO";26500
"431110 JAGUARI";10765
"431112 JAQUIRANA";3662
"431113 JARI";3486
"431115 JOIA";8566
"431120 JULIO DE CASTILHOS";19224
"431123 LAGOA BONITA DO SUL";2921
"431125 LAGOAO";6461
"431127 LAGOA DOS TRES CANTOS";1607
"431130 LAGOA VERMELHA";27778
"431140 LAJEADO";85033
"431142 LAJEADO DO BUGRE";2566
"431150 LAVRAS DO SUL";7444
"431160 LIBERATO SALZANO";5152
"431162 LINDOLFO COLLOR";6125
"431164 LINHA NOVA";1719
"431170 MACHADINHO";5427
"431171 MACAMBARA";4562
"431173 MAMPITUBA";2973
"431175 MANOEL VIANA";7307
"431177 MAQUINE";6777
"431179 MARATA";2702
"431180 MARAU";44858
"431190 MARCELINO RAMOS";4319
"431198 MARIANA PIMENTEL";3888
"431200 MARIANO MORO";2009
"431205 MARQUES DE SOUZA";3995
"431210 MATA";4797
"431213 MATO CASTELHANO";2542
"431215 MATO LEITAO";4573
"431217 MATO QUEIMADO";1629
"431220 MAXIMILIANO DE ALMEIDA";4314
"431225 MINAS DO LEAO";8103
"431230 MIRAGUAI";4911
"431235 MONTAURI";1441
"431237 MONTE ALEGRE DOS CAMPOS";3232
"431238 MONTE BELO DO SUL";2530
"431240 MONTENEGRO";65721
"431242 MORMACO";3113
"431244 MORRINHOS DO SUL";2919
"431245 MORRO REDONDO";6589
"431247 MORRO REUTER";6513
"431250 MOSTARDAS";12847
"431260 MUCUM";4961
"431261 MUITOS CAPOES";3173
"431262 MULITERNO";1897
"431265 NAO-ME-TOQUE";17758
"431267 NICOLAU VERGUEIRO";1674
"431270 NONOAI";11633
"431275 NOVA ALVORADA";3663
"431280 NOVA ARACA";4826
"431290 NOVA BASSANO";10005
"431295 NOVA BOA VISTA";1753
"431300 NOVA BRESCIA";3337
"431301 NOVA CANDELARIA";2688
"431303 NOVA ESPERANCA DO SUL";5410
"431306 NOVA HARTZ";21875
"431308 NOVA PADUA";2558
"431310 NOVA PALMA";6515
"431320 NOVA PETROPOLIS";21536
"431330 NOVA PRATA";27648
"431333 NOVA RAMADA";2218
"431335 NOVA ROMA DO SUL";3717
"431337 NOVA SANTA RITA";29905
"431339 NOVO CABRAIS";4222
"431340 NOVO HAMBURGO";247032
"431342 NOVO MACHADO";3256
"431344 NOVO TIRADENTES";2200
"431346 NOVO XINGU";1712
